Column,Strain,day0,day2,day3,day6,day8,day13,day14,day15,day16,day17,day20,day21,day22,day23,day24,day27,day28,day29,day30,day31,day34,day35,day36,day37,day38,day41,day42,day43,day44,day45,day46,day47,day48,day49,day50,day53,day54,day55,day56,day57,day61,day62,day63,day64,day67,day68,day69,day70,day71,day74,day75,day76,day77,day78,day81,day82,day83,day84,day85,day88
1,OE,-0.000113516,-0.000113238,-0.000113516,-0.000113238,-0.000113796,-0.000113796,-0.000278119,-0.000397233,-0.000568059,-0.000814347,-0.001819463,-0.002309452,-0.002756655,-0.000123869,-0.000248686,-0.000839761,-0.001095131,-0.001362982,-0.001941945,-0.002390322,-0.003688954,-0.004150995,-0.004602513,-0.005084361,-0.00558224,-0.007164382,-0.0077603,-0.008333769,-0.008938621,-0.009563832,-0.000110624,-0.000243543,-0.000442068,-0.000648707,-0.000908493,-0.00189945,-0.002281237,-0.00264707,-0.003132579,-0.003524934,-0.005386753,-0.005841988,-0.006281415,-0.006820638,-0.000111717,-0.000274721,-0.000472408,-0.000664853,-0.000878836,-0.001571867,-0.001810539,-0.002044836,-0.002306615,-0.002548099,-0.003405677,-0.003743772,-0.004070153,-0.00443043,-0.004793049,-0.006083836
2,OE,-0.000113516,-0.000113238,-0.000113238,-0.000113238,-0.000113238,-0.000113099,-0.00024116,-0.00036493,-0.000516758,-0.000724594,-0.001501978,-0.001867041,-0.002256139,-0.00011296,-0.000201293,-0.000531577,-0.000677225,-0.000831543,-0.001002373,-0.00121127,-0.001883176,-0.002153177,-0.002434805,-0.002746508,-0.003071571,-0.004228242,-0.004670907,-0.005140922,-0.005644339,-0.006197053,-0.000110624,-0.000211178,-0.000335255,-0.000468936,-0.000630624,-0.00131041,-0.001614955,-0.001925307,-0.002332274,-0.002676518,-0.004249083,-0.004693929,-0.005096876,-0.005644339,-0.000110081,-0.000218305,-0.000319562,-0.000427637,-0.000556312,-0.000975629,-0.001129307,-0.001272315,-0.00144938,-0.001614955,-0.002217645,-0.002464919,-0.002699647,-0.00298962,-0.00330261,-0.004301636
3,OE,-0.000113516,-0.000110488,-0.000113099,-0.000113238,-0.000113516,-0.000113377,-0.00030913,-0.000414186,-0.000542802,-0.000718386,-0.00129281,-0.00153747,-0.001781837,-0.000116628,-0.000245647,-0.000773372,-0.000979233,-0.001177505,-0.001384937,-0.001630914,-0.002329409,-0.00259871,-0.002863726,-0.003167427,-0.003486153,-0.004463227,-0.004954795,-0.005380135,-0.005813335,-0.006296876,-0.00011213,-0.000247162,-0.000435595,-0.000619102,-0.000838729,-0.001545048,-0.001823942,-0.00209573,-0.0024378,-0.002753268,-0.004100282,-0.004457744,-0.004822599,-0.005223733,-0.000111169,-0.000281905,-0.000498662,-0.000716622,-0.000926538,-0.001451163,-0.001638953,-0.001817228,-0.002017373,-0.002217645,-0.002884925,-0.00314802,-0.00337235,-0.003702583,-0.003985982,-0.004954795
4,OE,-0.000113516,-0.000114076,-0.000113796,-0.000113796,-0.000113656,-0.000114357,-0.000365828,-0.000588674,-0.000923127,-0.001429914,-0.003577315,-0.004751984,-0.006061443,-0.00012868,-0.000273374,-0.000921993,-0.001205329,-0.001472727,-0.00173643,-0.002019854,-0.002760045,-0.003034046,-0.003282374,-0.003603796,-0.003913161,-0.004966991,-0.005366925,-0.00579906,-0.006235258,-0.006679587,-0.000112406,-0.000218842,-0.000368537,-0.000511702,-0.000664853,-0.00114187,-0.0013088,-0.001476352,-0.001698431,-0.001915864,-0.002895583,-0.003179129,-0.003409866,-0.003716262,-0.000112821,-0.000231004,-0.000372636,-0.000525728,-0.000697502,-0.001148909,-0.001291222,-0.001422901,-0.001573801,-0.00172367,-0.002236809,-0.002452829,-0.002650326,-0.002902711,-0.003144152,-0.003932449
5,NM,-0.000113516,-0.000113936,-0.000113656,-0.000114076,-0.000114076,-0.000114216,-0.00047825,-0.000915218,-0.001685951,-0.003079132,-0.007351728,-0.008457609,-0.009263007,-0.000119531,-0.000291418,-0.00189945,-0.002408017,-0.002853185,-0.003290454,-0.003794737,-0.005159915,-0.005658232,-0.006166657,-0.006704265,-0.007279787,-0.009172363,-0.009874426,-0.010591097,-0.011373755,-0.012139409,-0.000109946,-0.000243543,-0.00052832,-0.000926538,-0.001402066,-0.00257328,-0.002974957,-0.00334757,-0.003818131,-0.004312224,-0.006212306,-0.006679587,-0.00714679,-0.007741246,-0.000111992,-0.000281559,-0.000596688,-0.001040027,-0.001529929,-0.002563808,-0.002877841,-0.00315965,-0.00348187,-0.003780769,-0.004757829,-0.005153576,-0.005520824,-0.005958023,-0.006390447,-0.007817747
6,NM,-0.000113516,-0.000114076,-0.000113377,-0.000113656,-0.000113099,-0.000113516,-0.00046207,-0.000805388,-0.00131041,-0.002082889,-0.004457744,-0.005426628,-0.006281415,-0.000119237,-0.000289277,-0.001133479,-0.00144938,-0.001779648,-0.002126872,-0.00253872,-0.003743772,-0.004223048,-0.004693929,-0.005230158,-0.005813335,-0.007712751,-0.008457609,-0.009172363,-0.009947522,-0.010695761,-0.000110488,-0.00024838,-0.000504209,-0.000756448,-0.001024798,-0.002014894,-0.002428826,-0.002825265,-0.003368207,-0.003889184,-0.006258294,-0.006973233,-0.007618525,-0.008468011,-0.000108203,-0.000279146,-0.000539476,-0.000831543,-0.001110039,-0.00192058,-0.002223104,-0.002535601,-0.002867248,-0.003214495,-0.004392472,-0.004918386,-0.005301357,-0.005921517,-0.006493386,-0.008323531
7,NM,-0.000113516,-0.000114076,-0.000113796,-0.000113936,-0.000113936,-0.000114076,-0.000142326,-0.000328725,-0.00062139,-0.000888613,-0.001054185,-0.001653116,-0.002179808,-0.00011158,-0.000254249,-0.000979233,-0.001400344,-0.001422901,-0.0018465,-0.00234377,-0.003846395,-0.004397875,-0.004918386,-0.005433303,-0.005965351,-0.007562542,-0.008161427,-0.008743018,-0.009343055,-0.009959757,-0.000113936,-0.0002388,-0.000459804,-0.000724594,-0.001022282,-0.002145252,-0.002637327,-0.003113385,-0.003652856,-0.004105326,-0.005413304,-0.006477442,-0.006896513,-0.007397051,-0.000113656,-0.00027371,-0.000497437,-0.000772422,-0.001085748,-0.002179808,-0.002554371,-0.002892026,-0.003230339,-0.003577315,-0.004546285,-0.004918386,-0.005275355,-0.005637405,-0.006016902,-0.007199695
8,NM,-0.000113516,-0.000113936,-0.000113099,-0.000113377,-0.000113377,-0.000113656,-0.000498049,-0.00079262,-0.001190604,-0.001775278,-0.004228242,-0.005419962,-0.006696029,-0.000122807,-0.000310272,-0.001435197,-0.001814996,-0.002209482,-0.00265685,-0.003210546,-0.005016076,-0.005791937,-0.006606098,-0.007562542,-0.008520217,-0.012139409,-0.013609589,-0.015015938,-0.016445872,-0.017748236,-0.000113656,-0.000256131,-0.000678892,-0.001402066,-0.002507705,-0.006359104,-0.007933918,-0.009552083,-0.01161393,-0.013576171,-0.020619783,-0.021579248,-0.02247259,-0.02325952,-0.000117059,-0.000317994,-0.000700079,-0.001238369,-0.001978083,-0.005065646,-0.006197053,-0.007351728,-0.008668111,-0.01008294,-0.0150529,-0.017105662,-0.018966305,-0.020746904,-0.022198043,-0.024917013
